Gene	unscaled_hpd_low	unscaled_hpd_high	unscaled_hpd_map	log10_ci_low	log10_ci_high	log10_map	2.5th	97.5th	mean	median
PLEKHA1	0.0017503476	0.1279857586	0.0344965632	-1.89597761	-0.76926863	-1.3266617	0.0113351262646994	0.155101006053385	0.0551274823753216	0.0459908497665472
PLEKHA2	0.0032044593	0.1316089987	0.036229811	-1.87092723	-0.77169676	-1.34976619	0.0125492237422183	0.15767074122551	0.0568565932881894	0.0471102261026868
PLEKHA3	5e-07	0.1022820838	0.0262145444	-2.34315514	-0.73909917	-1.42911207	0.00119780024859138	0.125461601638369	0.0418638625873041	0.034641372824725
PLEKHA5	0.1541265636	0.4999890053	0.328545611	-0.81125121	-0.30103955	-0.34391448	0.133367624999462	0.491227323063217	0.328916672990747	0.333581581890325
PLEKHA7	0.0113662591	0.040401115	0.0244340451	-1.88343287	-1.36186713	-1.5935777	0.0126810975785603	0.0421591941314609	0.0255397691261167	0.0249907181979474
PLEKHA8	5.001e-07	0.0129599891	0.0001613449	-5.89125089	-1.70283905	-2.3185629	9.5860193092801e-07	0.0150059435142154	0.00270895184085607	0.000627587243765947
PLEKHB1	5.001e-07	0.012912203	0.0001397098	-6.02564098	-1.76994224	-2.42862355	8.4339628141567e-07	0.0151502862683606	0.00218151355420146	0.000253042947766638
PLEKHD1	5.044e-07	0.0719766461	0.017449266	-3.99582338	-0.76067272	-1.58068316	1.23885432451054e-05	0.0877226042242559	0.0261194824391048	0.0210557875191198
PLEKHF1	5.003e-07	0.0075455245	0.0003976069	-6.16205017	-2.24580903	-4.38542834	8.20416818965389e-07	0.0072842484251794	0.00210536697806978	6.41457600764084e-05
PLEKHF2	5.008e-07	0.418696091	0.0525250372	-2.49786833	-0.30104384	-0.76021617	9.95579246256794e-05	0.4575856611216	0.156602854029091	0.121495446000581
PLEKHG1	0.0190297039	0.1095782878	0.044991186	-1.6071368	-0.91363634	-1.28524473	0.024858465968406	0.12158425455755	0.0584826789562182	0.0533075242954301
PLEKHG2	5.542e-07	0.0268677448	0.0113701335	-2.59453188	-1.41560524	-1.82389152	0.00128542134696841	0.029912353411625	0.0137671214846643	0.0131055672310461
PLEKHG3	0.0033049584	0.039474194	0.0184424533	-2.21494098	-1.32070279	-1.66185724	0.00501614907008489	0.0421777629772199	0.0208119221329477	0.0199341715451325
PLEKHG6	5.008e-07	0.0126353303	0.0005927585	-5.72805397	-1.71347591	-2.49220376	1.37829346969661e-06	0.0144715166855673	0.00307107039057467	0.000844189014665958
PLEKHH1	0.0130371576	0.0574396073	0.029904322	-1.797756	-1.19957741	-1.47969613	0.0156340140278538	0.0617060572398001	0.0338178366285197	0.0322336405825248
PLEKHH3	0.0027137539	0.0535388695	0.0223383982	-2.14756654	-1.1667058	-1.56883153	0.00568416977439359	0.0595153603885697	0.0266915847364722	0.0247489102678623
PLEKHJ1	5e-07	0.1819658464	0.0022500716	-5.67074188	-0.48441172	-1.41783109	1.24376877064981e-06	0.223086304311102	0.0379370890825547	0.0134258433488559
PLEKHM1	0.0061825759	0.0615604887	0.0254145952	-1.98557226	-1.13676246	-1.49220157	0.00950460196818919	0.0678356273898878	0.0317374342340756	0.0294093402083613
PLEKHM2	0.0077415935	0.0653916057	0.0287773983	-1.90454049	-1.11488149	-1.50471315	0.0115290429828048	0.0720293380293653	0.0343514962349914	0.031703635447236
PLEKHM3	0.0066129195	0.0531227726	0.0245791003	-1.98579155	-1.20735024	-1.54516439	0.00935648337580672	0.0574659483279172	0.0286522535983635	0.027019989750516
PLEKHO1	0.0461787332	0.4691996825	0.1345748454	-1.18413353	-0.30104887	-0.57610802	0.0529422807699624	0.478147267348153	0.237118399629498	0.220362793771425
PLEKHO2	0.0035003313	0.220477638	0.0484956253	-1.71604988	-0.55026596	-1.18881093	0.0183555058812896	0.267269149652856	0.0885598582539107	0.070028433860635
PLEKHS1	5e-07	0.007384091	8.85747e-05	-6.05769535	-2.02865557	-2.76337686	8.10742198672905e-07	0.00878173296515758	0.00124258980778085	0.00017359728281098
PLET1	5.003e-07	0.0036969487	5.13105e-05	-6.19487958	-2.43093456	-3.52316126	7.30098258650458e-07	0.00460696750636397	0.000582501681042138	5.6818939072493e-05
PLG	0.0073680963	0.054565348	0.025817931	-1.95762941	-1.19986165	-1.53347009	0.0101150201901063	0.0590821818222831	0.0296892247238658	0.0280150837856709
PLIN1	5e-07	0.0037053977	5.61291e-05	-6.17544443	-2.41785063	-3.59674918	7.51063452257874e-07	0.00468157443044463	0.000598405814055683	7.35228930440076e-05
PLIN2	5.005e-07	0.0194443337	0.000180536	-5.9667431	-1.55321854	-2.09209438	8.83574458369842e-07	0.0224993712729711	0.00370225890722746	0.000521384637405734
PLIN5	5.004e-07	0.0355835036	0.0003361891	-5.80813227	-1.22626558	-1.82377364	1.09804386699529e-06	0.0417038118104735	0.00859767360114163	0.00293053850415863
PLK1	0.0072486354	0.2421819914	0.0547351648	-1.62906321	-0.52704835	-1.12788092	0.0230592338317893	0.290322744580829	0.0987699506512547	0.0793072217409839
PLK2	0.029464195	0.4064344253	0.1055476706	-1.25835513	-0.32272586	-0.79822441	0.0483784907688718	0.440354535780515	0.184530502866435	0.159119800905077
PLK3	0.0018097951	0.0516824645	0.0212396836	-2.19046453	-1.17274579	-1.58311625	0.0049235649516964	0.0575920534054324	0.025821835282603	0.0239512084635382
PLK4	0.0037271187	0.0407595106	0.0199841058	-2.18315538	-1.30926295	-1.65257783	0.00554853016702518	0.0437498788907908	0.0215412992959559	0.0206330677611092
PLLP	5e-07	0.1777883944	0.0019953151	-5.70085025	-0.50943073	-1.41867935	1.25933646389891e-06	0.218034052409048	0.0358939094611285	0.0106196188918469
PLN	5.001e-07	0.3058450465	0.0017510412	-5.84173323	-0.38215082	-1.07848019	9.44617537765309e-07	0.346207129551892	0.0433568937730768	0.00160208222365995
PLOD2	5.031e-07	0.0167814173	0.0002967613	-5.21193445	-1.50667422	-2.0634487	2.11400092432147e-06	0.0187207317647542	0.005933492530189	0.00479561095162209
PLOD3	5.028e-07	0.0216099359	0.0005952578	-5.32519898	-1.396055	-2.09810926	2.29350072919968e-06	0.0256546220688619	0.00643858127458835	0.00403799553715022
PLRG1	0.0318821932	0.410108887	0.1057299227	-1.24142268	-0.32262182	-0.76660613	0.0502385023373874	0.441860965998968	0.189164608017961	0.16519754851683
PLSCR1	5.015e-07	0.0781256032	0.0014705975	-5.03754047	-0.74433546	-1.54134867	3.68624773740554e-06	0.0946579203327495	0.0271717523671703	0.0216153989387978
PLTP	5.016e-07	0.0302031344	0.0004289078	-5.58513193	-1.24500953	-1.8368444	1.63097747680888e-06	0.0345632929486319	0.00978496810112522	0.00716147451786075
PLVAP	5.007e-07	0.0221248071	0.000269081	-5.74386447	-1.43225535	-1.99140514	1.16987095233082e-06	0.0253107687902171	0.00557473970752086	0.00222301133638265
PLXDC1	5.017e-07	0.0440226141	0.0153817217	-3.75785973	-1.04687391	-1.66565573	1.81137197575851e-05	0.0505423316658462	0.0187280394473885	0.0169825847995959
PLXDC2	0.0089133437	0.091760291	0.0340686895	-1.82772453	-0.97230961	-1.37868249	0.0145458085449172	0.103448423072902	0.0450094059839447	0.0403256938614122
PLXNA1	0.0233254844	0.0870832846	0.0436818905	-1.57416266	-1.03154685	-1.31386248	0.0271478815632306	0.0941727669305407	0.0522731940444441	0.0493122937175441
PLXNA4	0.0393929131	0.2451190805	0.0933960321	-1.2883275	-0.56521778	-0.93837333	0.0523578385428508	0.274827063450695	0.127280552030379	0.114937416068015
PLXNB1	0.0149978658	0.0526000245	0.0295956827	-1.76769009	-1.24911314	-1.50509155	0.0168257835266477	0.0552841555651778	0.0326533996526705	0.031465417691836
PLXNC1	0.0233511068	0.1249422602	0.0528775997	-1.53091078	-0.86121128	-1.22029096	0.0298651584147847	0.138316245692044	0.0677144235434643	0.0619314464528991
PLXND1	0.0410865002	0.3087163457	0.1047622953	-1.24432751	-0.46247668	-0.86879286	0.0578648680263128	0.348052231243303	0.153611292450873	0.13701191284344
PM20D2	5.124e-07	0.2915917341	0.0404784712	-1.97321981	-0.32844666	-1.13735149	0.00331055342107055	0.348599622548778	0.0993428051170184	0.0717149238539316
PMAIP1	5.001e-07	0.2951020138	0.0017511023	-5.90171755	-0.4181521	-1.10547366	8.79095096151829e-07	0.335701404848348	0.0403427772169301	0.00127023622091987
PMCH	5.01e-07	0.3846809825	0.005002848	-5.33379731	-0.30104296	-0.86523963	1.69170251151065e-06	0.428661145021586	0.0997407443720092	0.0508766492970693
PMEPA1	5.049e-07	0.4138925261	0.042765179	-3.21948178	-0.30109771	-0.76300023	2.52485024134986e-05	0.45283419315409	0.148254918389939	0.111715539775192
PMF1	5.001e-07	0.0067518893	0.0003976406	-6.10615789	-2.23698829	-3.86316102	9.06638636800687e-07	0.00692089833436094	0.00168287519511703	8.43290966440336e-05
PMF1-BGLAP	5.003e-07	0.0071438583	0.0003973536	-6.126615	-2.21647972	-3.41755524	8.57113310224215e-07	0.00713844600465535	0.00174696632392923	8.68542361548928e-05
PML	0.0013441512	0.0462888652	0.0205581844	-2.25972265	-1.21074887	-1.62274891	0.00396777045756819	0.0512381386220692	0.0231815671150155	0.0217028523304677
PMM1	5.001e-07	0.0047845943	6.53252e-05	-6.14057407	-2.27271467	-3.29392389	7.64519865343912e-07	0.0058766702845941	0.000772454958690327	9.16652824375942e-05
PMM2	5.002e-07	0.0038969582	5.34412e-05	-6.2151952	-2.44041908	-4.07669542	7.28917247170437e-07	0.00493427440710739	0.000581377413755156	5.64405151237099e-05
PMP2	5.086e-07	0.4184511941	0.0535261791	-2.28856111	-0.30103842	-0.7596975	0.000192328629791888	0.456720584318526	0.158761330841845	0.124297116300238
PMP22	5.034e-07	0.4139567437	0.0160084788	-3.77807946	-0.30103033	-0.7870372	1.61104860187183e-05	0.455185491106549	0.144899421419931	0.107553196443475
PMPCA	5.02e-07	0.0373010441	0.0147484797	-3.16838081	-1.16021876	-1.71493019	5.60335972728007e-05	0.0423506378173661	0.0170247443261162	0.0158510230003531
PMPCB	5.004e-07	0.0091307238	0.0003974666	-6.02031774	-2.00685013	-2.85380984	9.78338397348898e-07	0.0100037261309919	0.0021680008151763	0.000171900192899681
PMS2	5e-07	0.0134819742	0.0005952709	-5.81115925	-1.70630454	-2.42635095	1.24844225589098e-06	0.0155216739640603	0.00308020717942054	0.000690232626718994
PNISR	0.0543582446	0.4435469896	0.1432411797	-1.09786525	-0.3042716	-0.65876053	0.0683273127977651	0.462592286990081	0.223706459444486	0.203750288895909
PNKD	5e-07	0.0069433592	0.0003972348	-6.1298387	-2.27272592	-3.49153814	8.75870662531392e-07	0.00671175281894961	0.00181279683098678	8.45914441673118e-05
PNKP	5.013e-07	0.0151361382	0.0001790929	-5.81213993	-1.61286595	-2.2120548	1.02214355637113e-06	0.0175065650987835	0.00342839980166002	0.00104765774586905
PNLIP	5.002e-07	0.0127441431	0.0001552813	-5.89189961	-1.71536244	-2.33482566	9.41465993702728e-07	0.0148227794629123	0.00263366501045809	0.000605052749452369
PNLIPRP2	5.006e-07	0.0051495022	6.65135e-05	-6.12333612	-2.23047954	-3.16353679	7.79854180222377e-07	0.0062860960384442	0.000822905069419125	9.62381117013734e-05
PNLIPRP3	5.009e-07	0.0127641507	0.0001417959	-5.90967546	-1.72027432	-2.33972853	9.46217799116606e-07	0.0149130726558251	0.00251837578336184	0.000488799655854921
PNMA1	5.008e-07	0.2508672675	0.008504459	-4.31660022	-0.30104457	-1.24340965	5.50864140588526e-06	0.311662480497069	0.0720341743898898	0.0462020647805569
PNMA2	0.0102555464	0.4442177287	0.078538933	-1.44240962	-0.30103434	-0.62970261	0.0257176492984564	0.468687001720973	0.195553054824315	0.167690667409134
PNMAL1	5.007e-07	0.1217248247	0.0024999735	-5.48713476	-0.5624288	-1.45973964	2.19311000220354e-06	0.154586526564269	0.0350038281680306	0.0228965857022985
PNMT	5.002e-07	0.0134519924	0.0003961323	-6.12678778	-1.90470145	-3.33271667	8.69900506836233e-07	0.0150218442824731	0.00300720544527207	0.000128590352664639
PNN	0.0163506589	0.1972807806	0.0589807698	-1.54885193	-0.63958992	-1.12965452	0.0287273690552348	0.230856586375203	0.0902705573385733	0.0768823758850181
PNO1	5.002e-07	0.0348762918	0.000594974	-5.96738803	-1.34348112	-2.05167363	1.0469942612889e-06	0.0420413149204441	0.00687691839030202	0.000594773102568904
PNOC	5.381e-07	0.4299380924	0.0705313062	-1.57885868	-0.30105723	-0.66827587	0.0155930807359652	0.463710268337013	0.182751194225078	0.152885254207667
PNP	5.002e-07	0.0090586361	9.91369e-05	-6.03576973	-1.92673203	-2.69310974	8.23597926099518e-07	0.0108675978563318	0.00153016711999499	0.000195529930727145
PNPLA1	5.008e-07	0.0111798292	0.000123158	-5.93438661	-1.79004185	-2.41532896	9.2092000087958e-07	0.0129857270101173	0.00216263186900642	0.000404302071523795
PNPLA2	0.0240121146	0.4549699914	0.0950463787	-1.31989963	-0.3010372	-0.61775103	0.0368367423227132	0.472960118084394	0.211300533286834	0.187091811231541
PNPLA6	0.0054865637	0.0337398973	0.0178699397	-2.12615883	-1.41748578	-1.69238666	0.00662385644629013	0.0351867236225758	0.019085267506172	0.0184786533096407
PNPLA8	0.0130160369	0.1795167693	0.0537714401	-1.60769499	-0.67461373	-1.20298505	0.0249305924999311	0.210582134271172	0.0813807677390175	0.0690904115366367
PNPO	5.008e-07	0.0699276783	0.001037996	-5.2611687	-0.82921471	-1.59303844	2.15157487073369e-06	0.085679145592939	0.0221181930186196	0.0162707931747172
PNPT1	0.010216259	0.0657311074	0.0299219113	-1.84772209	-1.1257351	-1.48016508	0.0135217074416303	0.0715093223295619	0.0359028635112272	0.0335188135266159
PNRC1	5.01e-07	0.4132026831	0.0122564979	-4.15739069	-0.30103421	-0.79920944	9.10677597117524e-06	0.452113405563779	0.140241238543192	0.10183255629092
POC1A	5.004e-07	0.0181864609	0.000192741	-5.83109919	-1.53721178	-2.11837841	1.05354356468467e-06	0.0207641540989909	0.00410103420366426	0.00113231231527519
POC1B	5.006e-07	0.0120933402	0.0005952304	-5.99955972	-1.85375688	-2.72127719	1.01879421305725e-06	0.0137289368504548	0.00270511942925737	0.000282182475652604
POC1B-GALNT4	5.002e-07	0.0351317091	0.0006139023	-4.98190694	-1.15615917	-1.75543714	4.21426255262792e-06	0.0401804482184586	0.0135483429250251	0.0118390583654921
POC5	5.005e-07	0.015913342	0.0002215122	-5.83389576	-1.5883216	-2.20131894	1.01362079010695e-06	0.01819745204185	0.00358270254124284	0.00109650610158926
PODN	5.016e-07	0.0149877262	0.0005921026	-5.9074207	-1.69896241	-2.48344027	1.12510403065583e-06	0.0172838813195112	0.00354086655564815	0.000570538322053476
PODXL	0.0172572541	0.3832482064	0.0815663834	-1.37286937	-0.33644423	-0.91735677	0.0370245231657687	0.424655277937405	0.161377498050852	0.133680244842297
PODXL2	0.0302660862	0.458224409	0.1148072394	-1.27024447	-0.30103456	-0.61853436	0.0421868733157964	0.474098890136245	0.21947172828363	0.198106772208431
POFUT1	0.0347299916	0.4619654799	0.1245703831	-1.2461511	-0.30105182	-0.62925047	0.0446688747355411	0.475487566899226	0.224381294726991	0.204128475259359
POFUT2	5.002e-07	0.0484513412	0.0009599227	-4.49365952	-0.9853288	-1.64174418	5.97833680872042e-06	0.0567233176533547	0.0192934692806491	0.0169235945835533
POGK	0.0604915219	0.4760540918	0.1482455724	-1.11656522	-0.30104127	-0.41174588	0.0635633577395743	0.480322355756541	0.250465259521661	0.236806237792307
POGLUT1	5.001e-07	0.0132339074	0.0001684842	-5.8304471	-1.67679033	-2.23012371	1.01896115468698e-06	0.0151856914971476	0.00305690364544154	0.00101600139138713
POGZ	0.1540218258	0.499995805	0.334331016	-0.81153028	-0.30103364	-0.34223725	0.131693163872484	0.491301849923733	0.329269238979909	0.334553521994231
POLA2	5.106e-07	0.0303000682	0.0144899628	-2.53960183	-1.36813531	-1.74828008	0.00141195834993263	0.0337005468583979	0.0156920450251452	0.0150995890223598
POLB	5.019e-07	0.0297864805	0.0003931607	-5.45650842	-1.25264628	-1.83599571	1.62515357988668e-06	0.0342470714976698	0.00961191394404145	0.0068816539248353
POLD1	5.268e-07	0.0284799073	0.0092132067	-3.37617984	-1.27826649	-1.84829505	5.85782780582248e-05	0.0325487712239968	0.0125280026727341	0.0113415972283766
POLD2	5.014e-07	0.0341712741	0.000597134	-4.92001066	-1.17036741	-1.76283773	3.33970242130445e-06	0.0393837166557996	0.0128551057640662	0.0110323262621333
POLD3	0.0697664162	0.4806403323	0.1643384685	-1.07755669	-0.30103369	-0.41932881	0.0689006237201207	0.48206525140885	0.260038341703699	0.249534036923438
POLD4	5.007e-07	0.3888895425	0.0057525573	-5.4210855	-0.30109146	-0.85930886	2.12509352915251e-06	0.4332658776795	0.106675196405986	0.0598620754484934
POLDIP2	0.0120995038	0.3682839465	0.0727957307	-1.4336771	-0.34920346	-0.91476229	0.0324957901781893	0.414265991952996	0.150443479256744	0.122743142294231
POLE	0.0035617134	0.0239106563	0.0122826889	-2.29505525	-1.56375288	-1.85661636	0.00424286917627383	0.0246746942629418	0.0134206351579715	0.0130031471786611
POLE2	5.002e-07	0.0114800651	0.0001458111	-5.8874744	-1.75608835	-2.376161	9.65489131046653e-07	0.013436803717133	0.00242580858845878	0.000629090717111653
POLG	0.0089626709	0.0412720526	0.0227633925	-1.9521385	-1.34320491	-1.61132951	0.0104409876859831	0.0430281934670176	0.0243859939475112	0.0236185268775433
POLG2	5.002e-07	0.0075381479	0.0003972185	-6.07068997	-2.16055665	-3.33507217	9.49637335231525e-07	0.00769319304229076	0.00194757736343732	0.000121421915377049
POLH	0.0054760818	0.0690841578	0.0283097501	-1.97306079	-1.0768231	-1.49303256	0.00969914836036196	0.0775739600996504	0.0345105793275769	0.0314964196294517
POLI	5e-07	0.0042765305	5.93985e-05	-6.12336615	-2.31297853	-3.44908183	7.86089969426726e-07	0.00532123095677863	0.000711119704347045	9.25821060972385e-05
POLL	5.002e-07	0.0048565049	5.95757e-05	-6.1114581	-2.24637061	-3.36871906	7.96981900387737e-07	0.00594406404576311	0.00080983750775197	0.000112974918204435
POLR1A	0.0248551046	0.082200557	0.045300005	-1.55783896	-1.06033906	-1.32886913	0.0279210073424585	0.0873007835988082	0.0510877731843758	0.0486698431213873
POLR1B	0.0324586763	0.3530826588	0.1073190806	-1.26953998	-0.38653419	-0.8355566	0.0517505303892776	0.398752900555625	0.164900100078962	0.143751267309112
POLR1C	5.006e-07	0.0085398247	0.0003976785	-6.08506843	-2.09221733	-3.10149677	8.96587202635352e-07	0.00896337319818661	0.00219941606029554	0.000123009885855662
POLR1D	5.013e-07	0.3956780911	0.0067535323	-5.14152723	-0.3010518	-0.84121644	2.69841079552333e-06	0.438270674792529	0.114644553422854	0.0697555971867215
POLR1E	5.004e-07	0.0065450274	0.0003971384	-6.08232239	-2.24023871	-3.692086	9.0794931520018e-07	0.00635163379835189	0.00169089850239641	9.5859398038947e-05
POLR2A	0.0429572481	0.2593905273	0.0987123429	-1.2554642	-0.54318711	-0.9479474	0.0567919268975473	0.290262875639908	0.135835596782159	0.122620576740216
POLR2B	0.0249620412	0.1521838826	0.0625975406	-1.48877874	-0.77543047	-1.17279897	0.0333175458875873	0.17081858590732	0.0798459661774099	0.0720209874159091
POLR2C	5.024e-07	0.0517042158	0.0166426351	-3.68689944	-0.95279428	-1.61525547	1.90001812405817e-05	0.0610544509734294	0.0219179669252685	0.0196482068987403
POLR2D	5.008e-07	0.2172749678	0.0027809785	-5.39433562	-0.40119529	-1.34847546	1.74171915326692e-06	0.264159986893436	0.046588371111494	0.0183683406727101
POLR2E	5e-07	0.0079353777	0.0003972439	-6.08557915	-2.13106749	-3.16691345	9.0328472233352e-07	0.00833179141909981	0.00198974065628258	0.000103003955054413
POLR2F	5.289e-07	0.1090910188	0.0281068123	-2.16606191	-0.74821509	-1.39756511	0.00382489510094153	0.134635271113488	0.0455746951305618	0.0378395084526308
POLR2G	5.002e-07	0.0102794722	0.0001165157	-6.06233797	-1.88776185	-2.67794947	8.17830412306341e-07	0.0122652267910334	0.00167139993411322	0.000166008040051697
POLR2H	5.031e-07	0.4194551887	0.0547772331	-2.2121213	-0.30103478	-0.7300542	0.000320322020327208	0.458977804905508	0.160084776058465	0.126076882812289
POLR2I	5.012e-07	0.41594299	0.0480227248	-2.58478441	-0.30104573	-0.74218842	8.14339642239567e-05	0.455798929113076	0.15395557264473	0.119227722205601
POLR2J	5.001e-07	0.0136968291	0.0003974951	-6.10911178	-1.88294939	-2.8922703	8.98076973180535e-07	0.0156163316237088	0.00292322781874929	0.000130368818408509
POLR2J2	5.002e-07	0.2883147211	0.0015008344	-5.89865565	-0.42120375	-1.09650604	8.91442238900385e-07	0.33211539704029	0.0399225086770407	0.00124728774491814
POLR2K	5.003e-07	0.0122591228	0.0001586761	-6.18795183	-1.9318246	-4.44368249	7.61513880643162e-07	0.015434706073704	0.0017266730506385	9.09108132262333e-05
POLR2L	5e-07	0.0705048336	0.0004987639	-6.14498836	-1.16093821	-2.09713547	8.21806461185799e-07	0.0874937721215002	0.00974644257554973	0.000282745207708724
POLR2M	5.001e-07	0.0435670054	0.0005433849	-5.60671352	-1.09149716	-1.73693787	1.41352016823428e-06	0.0511901578637856	0.0124477475969029	0.00747974779937411
POLR3C	5.002e-07	0.0081306689	0.0003970938	-6.05885979	-2.09572155	-3.46791759	9.23807525121447e-07	0.0085212986587042	0.00196894105685664	0.000142452864436828
POLR3D	5.032e-07	0.0390264497	0.0146020478	-2.91110891	-1.17009096	-1.68263363	0.000143822453930425	0.0443048252819723	0.0183357631087001	0.0171449918860168
POLR3E	5.008e-07	0.0093826306	0.0001210052	-5.88414907	-1.85043506	-2.4674699	9.97796900497904e-07	0.0108687625795275	0.00195864167535483	0.000464386615127643
POLR3G	5.002e-07	0.0170785114	0.0003976633	-6.06768957	-1.74112519	-2.60584781	9.29338690580034e-07	0.0199962302253962	0.00342652190052705	0.000184095800725416
POLR3GL	5.001e-07	0.0091354786	0.0003976731	-6.07369504	-2.05103096	-3.62409036	9.38760983551489e-07	0.00992824282738556	0.00207980502630172	0.000121132234546879
POLR3H	5.003e-07	0.0354311749	0.0003801147	-5.9469537	-1.27891019	-1.91520218	9.31419540054095e-07	0.0417839428058681	0.00695072332680007	0.00100559888956223
POLR3K	5.005e-07	0.1296499474	0.0012495318	-5.98246175	-0.76373626	-1.61901905	9.56516474631722e-07	0.163277340814554	0.0212490236785685	0.00157881065447149
POLRMT	5.003e-07	0.00991119	0.0005951417	-5.97912407	-1.93353426	-2.80698035	1.01898239130989e-06	0.0109737816114196	0.00234423286326788	0.000289269660602911
POM121	0.0007777262	0.0858801603	0.0287566087	-2.04965474	-0.92380246	-1.44861381	0.00705760457242228	0.102364241351064	0.0395480068368563	0.0345216047078561
POM121C	5.006e-07	0.0285881554	0.000464586	-5.2226484	-1.26976033	-1.84688199	2.29801941650629e-06	0.0322762950776034	0.00994604055850183	0.00793376820209961
POM121L2	5e-07	0.2599957586	0.0012504772	-5.98584874	-0.52035466	-1.21367105	8.63124321772248e-07	0.302216684061175	0.0319024278140806	0.000619232900987566
POMGNT2	5.009e-07	0.0153981077	0.0002245402	-5.92442017	-1.62850312	-2.25483751	9.23190457982595e-07	0.0172834730842897	0.00313286770999032	0.00069900961557926
POMK	5.001e-07	0.0036511136	5.12031e-05	-6.21564244	-2.46761357	-4.00047901	7.28240974605639e-07	0.00469783739569263	0.000551229699373099	5.30362398456043e-05
POMP	5.027e-07	0.4079235222	0.0122557007	-3.76041267	-0.30106252	-0.7751105	9.69386993154984e-06	0.450146416176727	0.138465000599915	0.0996446654001757
POMT2	5.019e-07	0.0219615866	0.0003965936	-4.32936835	-1.40189212	-1.91079032	8.9935007142777e-06	0.0243266940964449	0.00963040719647411	0.00889575219936355
POMZP3	5.003e-07	0.0114661117	0.0003958662	-6.13557137	-1.98455645	-4.17069863	8.49517425837999e-07	0.0127284727328241	0.00261407186224918	0.000103700351823903
PON2	5.001e-07	0.0418912059	0.0004887367	-5.64365249	-1.12070294	-1.75565009	1.3713596276716e-06	0.0491981521637217	0.011458748304409	0.00608283806999101
POP5	5.006e-07	0.0069457237	0.0003973705	-6.12342732	-2.23409781	-3.66234932	8.68170947537249e-07	0.00694306000078351	0.00170709143556488	8.55906353414401e-05
POPDC3	5.005e-07	0.0148974095	0.0003977514	-6.07043093	-1.80297768	-2.88607266	9.25876629140745e-07	0.0170061186396641	0.00320234101336425	0.000190611241745936
POSTN	5.004e-07	0.0194250548	0.0005951296	-5.65448231	-1.48500457	-2.20499931	1.46461274911751e-06	0.022954007066891	0.00497984381899103	0.0020758409277748
POT1	5.195e-07	0.0516040222	0.0208573432	-2.42102587	-1.10162674	-1.59814481	0.00178406331907208	0.0601238034339857	0.0247043074284908	0.0226327046669037
POTEB	5.002e-07	0.2768200636	0.0015008773	-5.96769398	-0.49022292	-1.38462641	8.67549806825663e-07	0.320345438742368	0.0339531256276092	0.000706601738389879
POTEB2	5.004e-07	0.3354048537	0.0025016514	-5.70044741	-0.30104685	-0.99735643	1.0370801421853e-06	0.381910432507273	0.0580751917828193	0.00634622686861288
POTED	5.008e-07	0.0957761883	0.000742948	-6.09342791	-0.97438658	-1.76908251	8.6682598735775e-07	0.120233826761406	0.014359988374311	0.000582568786234906
POTEE	0.0112561466	0.4427188231	0.0822911612	-1.43564103	-0.30103255	-0.66837316	0.0270326793825741	0.467662469363199	0.195258634340186	0.167901035436437
POTEF	5.03e-07	0.0470539471	0.000794654	-5.7290742	-1.10639764	-1.85865196	1.37609261185982e-06	0.057624979810649	0.0113342120419493	0.00402946631863229
POTEJ	5.011e-07	0.0166711325	0.0003974209	-6.01975433	-1.72345282	-2.46409271	1.012118782682e-06	0.0195162198597224	0.00336547947575461	0.000219333374822564
POU1F1	5.005e-07	0.0210459361	0.0002334758	-5.83578903	-1.47873917	-2.03959898	1.04471016046445e-06	0.0239039052175027	0.00468269810432008	0.00122075608829997
POU2AF1	5.007e-07	0.1187927416	0.0021913413	-5.34189203	-0.59437474	-1.48696789	2.00615068770497e-06	0.149214979704483	0.0327256396518868	0.0205653009844133
POU2F1	0.0143838497	0.1852826205	0.0561969202	-1.58747797	-0.66453208	-1.13112113	0.0262009119239341	0.217613263681704	0.0850096229971253	0.0727836107995804
POU2F2	0.0337653069	0.461682418	0.1077942169	-1.25243917	-0.30107572	-0.57250993	0.0445094942809554	0.475790521945251	0.223371380828789	0.203661699883065
POU2F3	5.119e-07	0.0547009627	0.0207092867	-2.29651499	-1.1007433	-1.56108733	0.00307496472798085	0.0629158480561438	0.0264937848667747	0.0243163995480015
POU3F1	5.087e-07	0.400653446	0.0085037546	-4.65977844	-0.30108094	-0.78971072	4.40339532496979e-06	0.443491212671287	0.125300460847651	0.0831266881364642
POU3F2	5.057e-07	0.4294122715	0.0702769799	-1.58165205	-0.30108312	-0.6849539	0.0155752174251766	0.463973222820592	0.180973507868459	0.149851436639509
POU3F3	5.019e-07	0.3991385411	0.0085034426	-4.79906957	-0.30109654	-0.79620364	4.49772425541472e-06	0.441952407786531	0.125165623183717	0.0832331302519622
POU4F1	5.023e-07	0.4041501359	0.0092539283	-4.02766844	-0.30108594	-0.83216895	5.04788300235698e-06	0.445073548495235	0.129008047831076	0.0879202406347883
POU4F2	5.005e-07	0.0354752625	0.0005950495	-6.03211287	-1.38766399	-2.13714939	9.75033218770144e-07	0.0426791142490271	0.00652172515069453	0.000355596446486296
POU4F3	5.024e-07	0.4175604412	0.0545083268	-2.38644042	-0.30118442	-0.75424004	0.000152155645608456	0.45615333902342	0.157531346414592	0.122651320289718
