SYMBOL	chromosome	AF_nfe_orig	AN_nfe_orig	NFE_k_orig	Feature	mu_lof	AN_nfe	AF_nfe	AF_nfe_downsampled	controls_AF_nfe	duplicates_issue	flag1
NKD2	5	0.0002623935	99106	26	ENST00000296849	8.3238e-07	99106.9544626594	0.0002623935	0.00026408636056458	0.0003090346	NA	
NKG2-E	12	0.0008248958099999999	108317	89	ENST00000539033	5.2873e-07	108317.06937799	0.00082489581	0.000938195658263311	0.0007973066	NA	
NKG7	19	3.5779790000000005e-05	106798	3	ENST00000221978	2.8246e-07	106798.917525773	3.577979e-05	0	2.34434e-05	NA	
NKIRAS1	3	7.950063e-05	109399	8	ENST00000443659	4.4804e-07	109399.812056738	7.950063e-05	2.33863423760524e-05	9.35738e-05	NA	
NKIRAS2	17	0.00010572038000000001	108155	11	ENST00000307641	6.9916e-07	108155.065989848	0.00010572038	0.000187228666939211	2.34017e-05	NA	
NKPD1	19	0.0006385097	92795	59	ENST00000317951	1.0912e-06	92795.4398826979	0.0006385097	0.000607579331634595	0.0005938328	NA	
NKRF	X	0.0	80613	0	ENST00000542113	1.2414e-06	80613.1008064516	0	0	0	NA	
NKTR	3	7.141793000000001e-05	110288	7	ENST00000232978	4.9745e-06	110288.772870662	7.141793e-05	4.6765029136799e-05	0.000117201	NA	
NKX1-1	4	0.0	73192	0	ENST00000422806	1.8288e-07	73192.3529411765	0	0	0	NA	
NKX1-2	10	0.0	59624	0	ENST00000451024	2.1437e-07	59624.1666666667	0	0	0	NA	
NKX2-1	14	2.8371900000000002e-05	102848	2	ENST00000354822	5.7320e-07	102848.745945946	2.83719e-05	4.75285171102662e-05	7.13926e-05	NA	
NKX2-2	20	8.94534e-06	104624	0	ENST00000377142	4.1061e-07	104624.891025641	8.94534e-06	2.33961911000889e-05	2.33962e-05	NA	
NKX2-3	10	0.0	100700	0	ENST00000344586	4.0082e-07	100700.153846154	0	0	0	NA	
NKX2-4	20	9.20522e-06	89177	0	ENST00000351817	2.4594e-07	89177.7113402062	9.20522e-06	4.85578323783626e-05	0	NA	
NKX2-5	5	0.0	103077	0	ENST00000329198	3.9332e-07	103077.371069182	0	0	0	NA	
NKX2-6	8	3.9295500000000003e-05	64232	2	ENST00000325017	4.0843e-07	64232.338028169	3.92955e-05	0.000149721672885679	7.48609e-05	NA	
NKX2-8	14	1.943874e-05	94771	1	ENST00000258829	2.5293e-07	94771.9162303665	1.943874e-05	0	2.69876e-05	NA	
NKX3-1	8	4.8795489999999997e-05	104554	5	ENST00000380871	5.3496e-07	104554.317307692	4.879549e-05	5.33035266062708e-05	4.91008e-05	NA	
NKX3-2	4	9.73066e-06	93568	0	ENST00000382438	3.2092e-07	93568.0902255639	9.73066e-06	2.55336533551221e-05	0	NA	
NKX6-1	4	3.52229e-05	111611	3	ENST00000295886	3.3118e-07	111611.077844311	3.52229e-05	4.67661227230543e-05	9.35432e-05	NA	
NKX6-2	10	2.77137e-05	102998	2	ENST00000368592	2.4982e-07	102998.1	2.77137e-05	4.78433770983799e-05	2.44439e-05	NA	
NKX6-3	8	8.92507e-06	94303	0	ENST00000524115	2.0084e-07	94303.5037593985	8.92507e-06	2.34907211651398e-05	2.34907e-05	NA	
NLE1	17	7.931126999999999e-05	110857	8	ENST00000442241	1.4915e-06	110857.834207765	7.931127e-05	2.33819678264123e-05	9.36675e-05	NA	
NLGN1	3	1.768938e-05	109259	1	ENST00000457714	1.3333e-06	109259.668852459	1.768938e-05	0	0	NA	
NLGN2	17	0.0	107029	0	ENST00000302926	1.0213e-06	107029.173383318	0	0	0	NA	
NLGN3	X	0.0	78559	0	ENST00000358741	1.5085e-06	78559.1549019608	0	0	0	NA	
NLGN4X	X	1.2277000000000001e-05	80185	0	ENST00000381095	1.3744e-06	80185.926199262	1.2277e-05	3.23018282834808e-05	0	NA	
NLGN4Y	Y	NA	NA	NA	ENST00000355905	1.4165e-06	NA	NA	NA	NA	NA	AN_too_low
NLK	17	0.0	100880	0	ENST00000407008	1.6268e-06	100880.100795756	0	0	0	NA	
NLN	5	0.00023151189999999998	110236	25	ENST00000380985	2.1387e-06	110236.615023474	0.0002315119	0.000164957820837591	0.000188246	NA	
NLRC3	16	0.0003381021	103372	34	ENST00000448023	1.9009e-06	103372.704019488	0.0003381021	0.000457043858862002	0.000418609	NA	
NLRC4	2	0.0005391906299999999	111926	60	ENST00000404025	1.8543e-06	111926.545971564	0.00053919063	0.000444309934312076	0.000399317	NA	
NLRC5	16	0.00022690193999999999	110228	25	ENST00000262510	4.3004e-06	110228.149298977	0.00022690194	0.000301407986722478	0.0002589403	NA	
NLRP1	17	0.0003634868	109823	39	ENST00000572272	3.0265e-06	109823.601876676	0.0003634868	0.000398333303379067	0.0002111008	NA	
NLRP10	11	0.00010145679	112291	11	ENST00000328600	6.8820e-07	112291.099009901	0.00010145679	0.000116939399141956	0.0001245359	NA	
NLRP11	19	8.806341999999999e-05	111826	9	ENST00000443188	1.9290e-06	111826.174471993	8.806342e-05	0.000140621662165103	9.38391e-05	NA	
NLRP12	19	0.00090699769	111187	100	ENST00000324134	2.0096e-06	111187.042424242	0.00090699769	0.00109934045733775	0.0009354734	NA	
NLRP13	19	0.00023964165	112253	26	ENST00000342929	2.0739e-06	112253.63174114	0.00023964165	0.000164174609172454	0.0003533733	NA	
NLRP14	11	0.00035267315	113145	39	ENST00000299481	1.9070e-06	113145.10180624	0.00035267315	0.000303995112460602	0.0002104695	NA	
NLRP2	19	0.0009763201	112180	109	ENST00000543010	2.6431e-06	112180.452462772	0.0009763201	0.00109899624070636	0.0007482675	NA	
NLRP3	1	7.038761999999999e-05	112207	7	ENST00000336119	2.2601e-06	112207.144130758	7.038762e-05	2.34082397003745e-05	7.01514e-05	NA	
NLRP4	19	0.00132956739	112179	149	ENST00000301295	1.7667e-06	112179.809290954	0.00132956739	0.00131075716891023	0.0017557507	NA	
NLRP5	19	0.00031080574	108403	33	ENST00000390649	2.5257e-06	108403.304878049	0.00031080574	0.00030765766298581	0.0003059326	NA	
NLRP6	11	0.00018783436	103926	19	ENST00000312165	1.5255e-06	103926.081841432	0.00018783436	0.000164041958514198	0.000163803	NA	
NLRP7	19	0.00026562490000000004	112387	29	ENST00000588756	1.9444e-06	112387.129760226	0.0002656249	0.000329264721424916	0.0002338471	NA	
NLRP8	19	0.00080136229	112447	90	ENST00000291971	1.8859e-06	112447.061708861	0.00080136229	0.000913315831267467	0.0004684917	NA	
NLRP9	19	0.00040720507000000005	110499	44	ENST00000332836	1.9149e-06	110499.264705882	0.00040720507	0.000327645971287667	0.0003281381	NA	
NLRX1	11	0.0010288698300000001	110257	113	ENST00000409109	2.1932e-06	110257.788481675	0.00102886983	0.00110111514373639	0.0010074188	NA	
NMB	15	9.200310000000001e-06	103988	0	ENST00000394588	2.9520e-07	103988.868913858	9.20031e-06	0	2.44918e-05	NA	
NMBR	6	0.00055130795	109997	60	ENST00000258042	4.0070e-07	109997.929978118	0.00055130795	0.00049595108051871	0.0006247174	NA	
NMD3	3	0.00013392786	108903	14	ENST00000460469	1.5298e-06	108903.658674189	0.00013392786	0.000165544538116312	0.0001177587	NA	
NME1	17	2.68812e-05	107861	2	ENST00000336097	4.5575e-07	107861.661016949	2.68812e-05	0	4.70294e-05	NA	
NME1-NME2	17	0.0001073746	108862	11	ENST00000393198	8.5657e-07	108862.12749004	0.0001073746	0.00014041336724909	9.43181e-05	NA	
NME2	17	0.0001073746	108862	11	ENST00000393193	8.5657e-07	108862.12749004	0.0001073746	0.000235542435202096	9.43181e-05	NA	
NME3	16	8.160368e-05	105716	8	ENST00000219302	2.2963e-07	105716.204475647	8.160368e-05	0.000153026311066197	0.0001508172	NA	
NME4	16	6.272803e-05	107881	6	ENST00000219479	2.7852e-07	107881.130260521	6.272803e-05	2.33819678264123e-05	2.3382e-05	NA	
NME5	5	1.758319e-05	111437	1	ENST00000265191	3.8577e-07	111437.805013928	1.758319e-05	2.33830613103868e-05	2.33842e-05	NA	
NME6	3	6.158477e-05	108237	6	ENST00000421967	9.9958e-07	108237.617161716	6.158477e-05	7.01579341559168e-05	7.0158e-05	NA	
NME7	1	0.00011623667	107478	12	ENST00000367811	1.1792e-06	107478.950437318	0.00011623667	0.000190437879160198	0.000117402	NA	
NME8	7	0.00084748205	111618	94	ENST00000199447	2.4610e-06	111618.739229025	0.00084748205	0.000795334825644042	0.0007955933	NA	
NME9	3	0.00013496922	109655	14	ENST00000383180	9.6759e-07	109655.38372093	0.00013496922	0.000144306878498863	0.0001193686	NA	
NMI	2	0.00010096045	108364	10	ENST00000243346	7.2359e-07	108364.265356265	0.00010096045	9.78974326239054e-05	2.54725e-05	NA	
NMNAT1	1	7.0347e-05	110007	7	ENST00000377205	4.3896e-07	110007	7.0347e-05	0	7.01459e-05	NA	
NMNAT2	1	0.0	109743	0	ENST00000287713	8.4434e-07	109743.314685315	0	0	0	NA	
NMNAT3	3	0.00039691349000000003	108200	42	ENST00000406164	5.2093e-07	108200.521452145	0.00039691349	0.000163736125778175	0.000468062	NA	
NMRAL1	16	0.00012345896	109853	13	ENST00000574733	6.5637e-07	109853.84587156	0.00012345896	0.000163700024538269	0.0001637069	NA	
NMRK1	9	0.00011521517	106998	12	ENST00000361092	5.5230e-07	106998.366336634	0.00011521517	0.00011700068686249	0.0001170687	NA	
NMRK2	19	0.00052830103	106297	56	ENST00000168977	4.2377e-07	106297.125295508	0.00052830103	0.000984955727319706	0.0006011156	NA	
NMS	2	0.00026309516	111298	29	ENST00000376865	8.0659e-07	111298.711340206	0.00026309516	0.000189771368680754	0.0003114008	NA	
NMT1	17	8.7926e-06	107352	0	ENST00000592782	1.7468e-06	107352.87196468	8.7926e-06	2.33819678264123e-05	0	NA	
NMT2	10	0.0	109213	0	ENST00000378165	1.5410e-06	109213.105601469	0	0	0	NA	
NMU	4	0.00022873529	110109	25	ENST00000264218	8.5225e-07	110109.813504823	0.00022873529	0.000163673774784886	0.0002572162	NA	
NMUR1	2	5.727183000000001e-05	110156	6	ENST00000305141	6.5631e-07	110156.08	5.727183e-05	7.76702506217274e-05	4.68384e-05	NA	
NMUR2	5	3.52675e-05	112090	3	ENST00000255262	6.1516e-07	112090.672376874	3.52675e-05	2.3384154896642e-05	4.68232e-05	NA	
NNAT	20	0.0	108195	0	ENST00000062104	2.8225e-07	108195.851162791	0	0	0	NA	
NNMT	11	5.4311700000000004e-05	112438	6	ENST00000535401	3.3535e-07	112438.672463768	5.43117e-05	0.000147899822520213	0	NA	
NNT	5	4.493041e-05	109513	4	ENST00000264663	2.5328e-06	109513.663453111	4.493041e-05	4.67683097932841e-05	7.02502e-05	NA	
NOA1	4	0.00012571043	107035	13	ENST00000264230	1.3822e-06	107035.255570118	0.00012571043	0.000163890944764698	0	NA	
NOB1	16	0.00012397112	110509	13	ENST00000268802	1.0220e-06	110509.236728838	0.00012397112	0.000210558262604397	4.68386e-05	NA	
NOBOX	7	0.00027548732	101443	27	ENST00000467773	1.3318e-06	101443.409556314	0.00027548732	0.000259597900421893	0.0002117138	NA	
NOC2L	1	0.00045689692000000005	105184	48	ENST00000327044	2.1537e-06	105184.204191295	0.00045689692	0.000612531888050348	0.0004901416	NA	
NOC3L	10	0.00036727068	109067	40	ENST00000371361	2.5026e-06	109067.960474308	0.00036727068	0.000309409874710319	0.0004507349	NA	
NOC4L	12	6.885257e-05	106679	7	ENST00000330579	1.3454e-06	106679.624034335	6.885257e-05	2.33885302647582e-05	5.06975e-05	NA	
NOD1	7	0.00040016528	111828	44	ENST00000222823	1.5840e-06	111828.106149958	0.00040016528	0.000631558555682476	0.0005712088	NA	
NOD2	16	0.00037900143	110498	41	ENST00000300589	2.1777e-06	110498.37797619	0.00037900143	0.000491483264316582	0.0002338734	NA	
NODAL	10	8.79229e-06	108946	0	ENST00000287139	8.2592e-07	108946.105660377	8.79229e-06	0	0	NA	
NOG	17	0.0	101168	0	ENST00000332822	3.0961e-07	101168.157303371	0	0	0	NA	
NOL10	2	1.7657929999999998e-05	97489	1	ENST00000381685	2.3543e-06	97489.9746478873	1.765793e-05	2.34345706786652e-05	4.68868e-05	NA	
NOL11	17	0.00010985596000000001	107712	11	ENST00000253247	1.8132e-06	107712.981900452	0.00010985596	2.33819678264123e-05	9.40317e-05	NA	
NOL12	22	5.0562109999999996e-05	104136	5	ENST00000359114	5.2562e-07	104136.687664042	5.056211e-05	0.000114638736070103	5.73194e-05	NA	
NOL3	16	0.0013802851800000001	105018	144	ENST00000568146	3.0327e-07	105018.774193548	0.00138028518	0.00173968214595853	0.001348159	NA	
NOL4	18	8.80452e-06	109589	0	ENST00000261592	2.1015e-06	109589.004511278	8.80452e-06	0	0	NA	
NOL6	9	2.6430180000000002e-05	111124	2	ENST00000297990	2.9491e-06	111124.113370302	2.643018e-05	0	2.34039e-05	NA	
NOL7	6	0.00011492424999999999	108638	12	ENST00000451315	6.7283e-07	108638.022099448	0.00011492425	4.67956827329486e-05	9.39033e-05	NA	
NOL8	9	0.00021232147	105664	22	ENST00000545558	2.3511e-06	105664.540389972	0.00021232147	0.000170885713518631	0.0001186432	NA	
NOL9	1	8.853939e-05	108244	9	ENST00000377705	1.4302e-06	108244.21025641	8.853939e-05	2.33907185628743e-05	7.11977e-05	NA	
NOLC1	10	6.176934000000001e-05	111851	6	ENST00000605788	2.0369e-06	111851.308148148	6.176934e-05	4.6773779873261e-05	0.000116979	NA	
NOM1	7	0.00023039593999999998	110245	25	ENST00000275820	1.4707e-06	110245.428874735	0.00023039594	0.00036857343178547	0.0002153389	NA	
NOMO1	16	0.00016924080000000003	107702	18	ENST00000287667	2.1625e-06	107702.527303754	0.0001692408	0.000210935600010804	0.0001413781	NA	
NOMO2	16	0.0001763921	106538	18	ENST00000381474	8.5220e-07	106538.693670886	0.0001763921	0.000244336774180948	9.35892e-05	NA	
NOMO3	16	0.0001192173	105481	12	ENST00000399336	9.7944e-07	105481.979381443	0.0001192173	9.57329768055345e-05	9.60753e-05	NA	
NONO	X	0.0	76008	0	ENST00000276079	1.7862e-06	76008.1418181818	0	0	0	NA	
NOP10	15	0.0	112708	0	ENST00000328848	3.6328e-07	112708.551724138	0	0	0	NA	
NOP14	4	0.00012325518	107033	13	ENST00000416614	2.5083e-06	107033.563770795	0.00012325518	0.000280666871762688	9.35279e-05	NA	
NOP16	5	8.831723e-05	110795	9	ENST00000510123	3.4136e-07	110795.446945338	8.831723e-05	2.34697709350357e-05	7.04093e-05	NA	
NOP2	12	0.0	107783	0	ENST00000382421	2.3241e-06	107783.186153846	0	0	0	NA	
NOP56	20	2.637595e-05	111457	2	ENST00000329276	1.9699e-06	111457.697869593	2.637595e-05	4.67639356528245e-05	2.3382e-05	NA	
NOP58	2	8.020792e-05	107445	8	ENST00000264279	1.6397e-06	107445.647355164	8.020792e-05	0.000118048861006665	0.0001181545	NA	
NOP9	14	9.724892e-05	107931	10	ENST00000267425	1.6371e-06	107931.919546742	9.724892e-05	4.67781589265012e-05	0.0001169264	NA	
NOS1	12	4.314891e-05	110004	4	ENST00000338101	4.0788e-06	110004.541135574	4.314891e-05	5.08761144928636e-05	6.12609e-05	NA	
NOS1AP	1	2.6402140000000005e-05	110508	2	ENST00000361897	1.3204e-06	110508.637714286	2.640214e-05	2.33918128654971e-05	7.01558e-05	NA	
NOS2	17	0.00035932891	106413	38	ENST00000313735	2.8234e-06	106413.866849691	0.00035932891	0.000334090769360699	0.000286201	NA	
NOS3	7	0.00014799154	102289	15	ENST00000297494	3.4832e-06	102289.401582131	0.00014799154	7.07680915907866e-05	9.37352e-05	NA	
NOSIP	19	9.522338999999999e-05	106832	10	ENST00000391853	9.1312e-07	106832.74375	9.522339e-05	9.94523514887388e-05	0.0001066425	NA	
NOSTRIN	2	0.00019672874	110182	21	ENST00000444448	1.6795e-06	110182.1	0.00019672874	0.000212874889659883	0.0002840159	NA	
NOTCH1	9	2.820145e-05	104453	2	ENST00000277541	5.0929e-06	104453.145814307	2.820145e-05	0	2.62564e-05	NA	
NOTCH2	1	5.286808000000001e-05	111090	5	ENST00000256646	5.4356e-06	111090.163761654	5.286808e-05	0.000140295087410397	4.67651e-05	NA	
NOTCH2NL	1	0.01102244095	111222	1225	ENST00000369340	3.7891e-07	111222.022727273	0.01102244095	0.0108128699525289	0.0111000017	NA	
NOTCH3	19	0.00013874261	105427	14	ENST00000263388	5.1445e-06	105427.126984127	0.00013874261	2.33918128654971e-05	7.17093e-05	NA	
NOTCH4	6	0.0008232692299999999	104689	86	ENST00000375023	4.3180e-06	104689.133757962	0.00082326923	0.000785055104827733	0.0009793876	NA	
NOTO	2	0.0	85748	0	ENST00000398468	4.2569e-07	85748.0375	0	0	0	NA	
NOTUM	17	0.00014235013	104942	14	ENST00000409678	1.6870e-06	104942.765188834	0.00014235013	2.33819678264123e-05	0.0001169186	NA	
NOV	8	3.542663e-05	109583	3	ENST00000259526	6.2715e-07	109583.334939759	3.542663e-05	4.67639356528245e-05	0	NA	
NOVA1	14	0.0	109930	0	ENST00000539517	9.3709e-07	109930.960784314	0	0	0	NA	
NOVA2	19	0.0	102664	0	ENST00000263257	6.1554e-07	102664.01843318	0	0	0	NA	
NOX1	X	0.0003827812	78077	29	ENST00000372966	1.5905e-06	78077.8007968127	0.0003827812	0.000430132515896426	0.000502022	NA	
NOX3	6	0.00042189273	110636	46	ENST00000159060	1.7805e-06	110636.498301246	0.00042189273	0.000405286580883373	0.0003776361	NA	
NOX4	11	0.00013585315	108534	14	ENST00000263317	2.1313e-06	108534.117874396	0.00013585315	4.74676033607063e-05	0.000166722	NA	
NOX5	15	0.00045153697	109623	49	ENST00000388866	1.6332e-06	109623.173871278	0.00045153697	0.000474977565811659	0.0003782672	NA	
NOXA1	9	0.00063868708	104404	66	ENST00000341349	1.2475e-06	104404.020989505	0.00063868708	0.000411329720065815	0.0006686296	NA	
NOXO1	16	0.0005233354900000001	106683	55	ENST00000397280	6.8980e-07	106683.112426035	0.00052333549	0.000582325490559284	0.0005157365	NA	
NOXRED1	14	8.877515e-05	110940	9	ENST00000380835	5.8129e-07	110940.4	8.877515e-05	9.42900906031393e-05	9.40515e-05	NA	
NPAP1	15	0.0	109824	0	ENST00000329468	NA	109824.376595745	0	0	0	NA	
NPAS1	19	4.2188479999999996e-05	103217	4	ENST00000602212	8.3981e-07	103217.213171577	4.218848e-05	2.342139778902e-05	8.9982e-05	NA	
NPAS2	2	8.90409e-06	110779	0	ENST00000335681	2.1783e-06	110779.083413231	8.90409e-06	0	2.33852e-05	NA	
NPAS3	14	0.00017604131000000003	103683	18	ENST00000356141	2.0380e-06	103683.064687169	0.00017604131	0.000233961911000889	0.00018717	NA	
NPAS4	11	8.79709e-06	110408	0	ENST00000311034	1.4466e-06	110408.257217848	8.79709e-06	0	0	NA	
NPAT	11	6.215285e-05	111871	6	ENST00000278612	2.7539e-06	111871.210061183	6.215285e-05	2.3587130861402e-05	9.42367e-05	NA	
NPB	17	0.0	104753	0	ENST00000333383	5.4067e-08	104753.23156533	0	0	0	NA	
NPBWR1	8	0.0003235685	105326	34	ENST00000331251	2.7905e-07	105326.146214099	0.0003235685	0.000259906661908187	0.0003041969	NA	
NPBWR2	20	8.93959e-06	110112	0	ENST00000369768	3.3974e-07	110112.902887139	8.93959e-06	0	2.3417e-05	NA	
NPC1	18	0.0001320537	112116	14	ENST00000269228	3.3173e-06	112116.22074215	0.0001320537	9.36429181475291e-05	9.36298e-05	NA	
NPC1L1	7	0.0007504586200000001	111065	83	ENST00000289547	3.0850e-06	111065.479975354	0.00075045862	0.000842543362942906	0.0006512467	NA	
NPC2	14	0.006633647339999999	104780	695	ENST00000555619	3.2100e-07	104780.907526882	0.00663364734	0.00624555074555075	0.0064338018	NA	
NPDC1	9	1.05501e-05	101568	1	ENST00000371601	6.7700e-07	101568.794392523	1.05501e-05	0	0	NA	
NPEPL1	20	5.426629e-05	101320	5	ENST00000356091	8.4383e-07	101320.770700637	5.426629e-05	5.08440105755542e-05	0.0001002639	NA	
NPEPPS	17	0.0	101742	0	ENST00000322157	2.4499e-06	101742.037795276	0	0	0	NA	
NPFF	12	4.414922e-05	109444	4	ENST00000267017	2.0164e-07	109444.003174603	4.414922e-05	0	2.34456e-05	NA	
NPFFR1	10	0.00413149597	99290	410	ENST00000277942	5.6085e-07	99290.623853211	0.00413149597	0.00389958080830452	0.0034424661	NA	
NPFFR2	4	0.00076989651	110068	84	ENST00000308744	8.6988e-07	110068.098073555	0.00076989651	0.000749678629618734	0.0006796608	NA	
NPHP1	2	0.00012372831	111999	13	ENST00000316534	2.1609e-06	111999.506930693	0.00012372831	0.00011693610250403	9.35564e-05	NA	
NPHP3	3	0.0006211498200000001	111254	69	ENST00000337331	3.9776e-06	111254.759477124	0.00062114982	0.000543268498054093	0.0007751318	NA	
NPHP4	1	0.00038584409	106368	41	ENST00000378156	3.7659e-06	106368.866225166	0.00038584409	0.000405729691856343	0.0003302977	NA	
NPHS1	19	0.00074269505	109994	81	ENST00000378910	3.3507e-06	109994.456616052	0.00074269505	0.000848516299561424	0.0007721356	NA	
NPHS2	1	7.044384e-05	108411	7	ENST00000367615	1.1598e-06	108411.943925234	7.044384e-05	0.000116914213067959	7.01525e-05	NA	
NPIPA1	16	0.0	94423	0	ENST00000328085	1.6120e-08	94423.64	0	0	0	NA	
NPIPA2	16	0.0	85561	0	ENST00000553201	NA	85561.3333333333	0	0	0	NA	
NPIPA5	16	0.0	104411	0	ENST00000360151	5.6061e-08	104411.4	0	0	0	NA	
NPIPA7	16	0.0	100122	0	ENST00000530217	2.5166e-08	100122.888888889	0	0	0	NA	
NPIPA8	16	0.0	78439	0	ENST00000525596	1.0857e-08	78439.7647058823	0	0	0	NA	
NPIPB11	16	4.50846e-05	100437	4	ENST00000524087	4.1582e-07	100437.267206478	4.50846e-05	0	0	NA	
NPIPB15	16	6.269523e-05	98434	6	ENST00000429990	2.5553e-07	98434.8224852071	6.269523e-05	2.43072435585805e-05	9.7229e-05	NA	
NPIPB3	16	0.0	105160	0	ENST00000458643	6.4214e-08	105160.378378378	0	0	0	NA	
NPIPB4	16	3.9212600000000005e-05	93807	3	ENST00000415645	3.3600e-07	93807.768115942	3.92126e-05	5.06399951281216e-05	4.82183e-05	NA	
NPIPB5	16	0.0	84222	0	ENST00000424340	NA	84222.4888888889	0	0	0	NA	
NPIPB6	16	2.21707e-05	85132	1	ENST00000532254	1.1277e-07	85132	2.21707e-05	8.51353652307168e-05	0	NA	
NPIPB7	16	5.07516e-05	79611	4	ENST00000452313	5.5240e-08	79611.4482758621	5.07516e-05	3.45303867403315e-05	6.23236e-05	NA	
NPIPB8	16	4.33988e-05	83103	3	ENST00000529716	9.2976e-08	83103.8450704225	4.33988e-05	0.000117137167623287	0	NA	
NPIPB9	16	0.0	76313	0	ENST00000550983	1.2742e-07	76313.8064516129	0	0	0	NA	
NPL	1	0.00011441542	112192	12	ENST00000367553	7.8012e-07	112192.384313725	0.00011441542	4.6765029136799e-05	2.33831e-05	NA	
NPLOC4	17	0.0	103970	0	ENST00000331134	1.8345e-06	103970.995951417	0	0	0	NA	
NPM1	5	0.0	109010	0	ENST00000296930	8.7424e-07	109010.564796905	0	0	0	NA	
NPM2	8	7.115906999999999e-05	107485	7	ENST00000397940	5.8978e-07	107485.207207207	7.115907e-05	2.37056703963588e-05	2.37057e-05	NA	
NPM3	10	8.790130000000001e-06	111066	0	ENST00000370110	3.4513e-07	111066.381679389	8.79013e-06	0	0	NA	
NPNT	4	0.0005704680000000001	110097	62	ENST00000427316	1.5642e-06	110097.873103448	0.000570468	0.000544621115148216	0.0007992506	NA	
NPPA	1	2.678138e-05	110393	2	ENST00000376480	2.9802e-07	110393.623430962	2.678138e-05	0	4.67727e-05	NA	
NPPB	1	5.5202880000000005e-05	108243	5	ENST00000376468	3.5005e-07	108243.670886076	5.520288e-05	2.93117598780631e-05	4.67924e-05	NA	
NPPC	2	2.2974020000000002e-05	100581	2	ENST00000409852	1.6047e-07	100581.957894737	2.297402e-05	2.3566008389499e-05	5.8708e-05	NA	
NPR1	1	6.315408e-05	109146	6	ENST00000368680	2.4922e-06	109146.459045905	6.315408e-05	9.60464939277328e-05	2.36161e-05	NA	
NPR2	9	6.184518e-05	112429	6	ENST00000342694	3.6045e-06	112429.07409201	6.184518e-05	4.67704980911704e-05	2.34181e-05	NA	
NPR3	5	0.00010715572	108346	11	ENST00000265074	1.3413e-06	108346.540785498	0.00010715572	9.40955071478232e-05	0.0001187251	NA	
NPRL2	3	2.6414450000000003e-05	109754	2	ENST00000232501	1.1287e-06	109754.414089347	2.641445e-05	2.33819678264123e-05	4.6764e-05	NA	
NPRL3	16	2.4835039999999998e-05	100174	2	ENST00000399953	1.1792e-06	100174.268268268	2.483504e-05	4.85484027575493e-05	0	NA	
NPS	10	1.772874e-05	112024	1	ENST00000398023	1.5026e-07	112024.470588235	1.772874e-05	0	0	NA	
NPSR1	7	0.00031694264	109547	34	ENST00000359791	1.2298e-06	109547.178571429	0.00031694264	0.000304325819995899	0.0002806222	NA	
NPTN	15	0.0	106825	0	ENST00000345330	9.5147e-07	106825.087649402	0	0	0	NA	
NPTX1	17	8.808710000000002e-06	104841	0	ENST00000306773	6.9309e-07	104841.601851852	8.80871e-06	0	2.33885e-05	NA	
NPTX2	7	1.788432e-05	108184	1	ENST00000265634	6.6310e-07	108184.892473118	1.788432e-05	4.69179965609553e-05	0	NA	
NPTXR	22	0.0	109155	0	ENST00000333039	5.5345e-07	109155.385093168	0	0	0	NA	
NPVF	7	2.69741e-05	111581	3	ENST00000222674	2.5329e-07	111581.322175732	2.69741e-05	0	4.67946e-05	NA	
NPW	16	1.03957e-05	94166	0	ENST00000329610	1.3435e-07	94166.2990654206	1.03957e-05	2.49900039984006e-05	0	NA	
NPY	7	9.353489999999999e-06	110733	1	ENST00000407573	3.4456e-07	110733.791411043	9.35349e-06	0	2.4487e-05	NA	
NPY1R	4	8.79554e-06	111595	0	ENST00000296533	6.2619e-07	111595.961977186	8.79554e-06	2.33830613103868e-05	0	NA	
NPY2R	4	3.516915e-05	113524	3	ENST00000329476	6.1551e-07	113524.477419355	3.516915e-05	4.67639356528245e-05	4.6764e-05	NA	
NPY4R	10	0.00014942704	113433	16	ENST00000374312	4.5996e-07	113433.825806452	0.00014942704	0.000140291806958474	0.000187056	NA	
NPY5R	4	8.79461e-06	111975	0	ENST00000515560	5.0200e-07	111975.641196013	8.79461e-06	0	2.33885e-05	NA	
NQO1	16	0.00014152309	112408	15	ENST00000320623	7.8759e-07	112408.101694915	0.00014152309	4.67639356528245e-05	0.0002104377	NA	
NQO2	6	0.00014087454	110033	15	ENST00000338130	5.4920e-07	110033.825641026	0.00014087454	0.00011694266514333	0.0001871214	NA	
NR0B1	X	0.0	74334	0	ENST00000378970	6.9260e-07	74334.5810810811	0	0	0	NA	
NR0B2	1	8.974451e-05	106657	9	ENST00000254227	4.5004e-07	106657.6953125	8.974451e-05	0	7.10577e-05	NA	
NR1D1	17	9.691610000000001e-06	109412	1	ENST00000246672	1.3067e-06	109412.509719222	9.69161e-06	0	0	NA	
NR1D2	3	3.519147e-05	110207	3	ENST00000312521	1.2551e-06	110207.614307932	3.519147e-05	2.33819678264123e-05	4.6764e-05	NA	
NR1H2	19	2.89099e-05	104985	3	ENST00000253727	1.1232e-06	104985.481481481	2.89099e-05	2.75953419062862e-05	4.77082e-05	NA	
NR1H3	11	3.51942e-05	111451	3	ENST00000467728	1.0043e-06	111451.853820598	3.51942e-05	4.67639356528245e-05	2.33863e-05	NA	
NR1H4	12	7.451906999999999e-05	111568	8	ENST00000551379	1.5366e-06	111568.363992172	7.451907e-05	0.000118418604884763	0	NA	
